ID	labels	Multiple labels
__id__1373-realpeoplesearch	A16 (information)	
__id__1374-messaggiamo	A7 (instruction)	
__id__1375-brazosbend	A16 (information)	
__id__1376-michaelbrandvold	A11 (personal)	
__id__1377-dishwasher-review	A17 (review)	
__id__1378-tab	A12 (promotion)	
__id__1379-technogorilla	A1 (argumentative)A8 (news)	y
__id__1380-autlookfilms	A1 (argumentative)	
__id__1381-cbpmagazine	A16 (information)	
__id__1382-yourworldblog	A22 (non-text)	
__id__1383-markdownmom	A17 (review)	
__id__1384-trln	A14 (academic)	
__id__1385-co	A7 (instruction)A16 (information)	y
__id__1386-avatier	A12 (promotion)	
__id__1387-intimated	A8 (news)	
__id__1388-utias-sfl	A16 (information)	
__id__1389-uk	A7 (instruction)	
__id__1390-globalmessaging	A12 (promotion)	
__id__1391-co	A8 (news)	
__id__1392-summitrealestate	A7 (instruction)	
__id__1393-intesol	A22 (non-text)	
__id__1394-canalblog	A7 (instruction)	
__id__1395-discoverysoutheast	A12 (promotion)	
__id__1396-maximum-velocity	A1 (argumentative)A12 (promotion)	y
__id__1397-ihs	A1 (argumentative)	
__id__1398-applemagazine	A1 (argumentative)	
__id__1399-valerievision	A22 (non-text)	
__id__1400-devpolicy	A12 (promotion)A14 (academic)	y
__id__1401-carsataglance	A17 (review)	
__id__1402-incompleteideas	A16 (information)	
__id__1403-wifi-connections	A1 (argumentative)	
__id__1404-therapeuticresources	A12 (promotion)	
__id__1405-blueinkreviews	A17 (review)	
__id__1406-rtk	A1 (argumentative)	
__id__1407-techsoupglobal	A8 (news)	
__id__1408-officialwestieguide	A7 (instruction)	
__id__1409-tvovermind	A4 (fiction)	
__id__1410-org	A1 (argumentative)	
__id__1411-vocabulary-vocabulary	A16 (information)	
__id__1412-tinytooth	A7 (instruction)	
__id__1413-bankstocks	A7 (instruction)	
__id__1414-stabilityrunningshoes	A7 (instruction)	
__id__1415-seattlegrapevine	A22 (non-text)	
__id__1416-wisc	A7 (instruction)	
__id__1417-portfoliopartnership	A1 (argumentative)A12 (promotion)	y
__id__1418-chestertownspy	A1 (argumentative)A8 (news)	y
__id__1419-togethergreen	A8 (news)	
__id__1420-accessplanit	A8 (news)A12 (promotion)	y
__id__1421-compoundsemiconductor	A14 (academic)	
__id__1422-janawaygenealogy	A17 (review)	
__id__1423-workscapes	A12 (promotion)	
__id__1424-hospitalityresourcesinternational	A1 (argumentative)A7 (instruction)	y
__id__1425-dixonschwabl	A1 (argumentative)	
__id__1426-studymode	A22 (non-text)	
__id__1427-latexotica	A12 (promotion)	
__id__1428-greatdepressiononline	A1 (argumentative)	
__id__1429-retropole	A12 (promotion)	
__id__1430-carpoolse	A7 (instruction)	
__id__1431-facingup	A1 (argumentative)	
__id__1432-epixx	A7 (instruction)A8 (news)	y
__id__1433-passporttorecovery	A12 (promotion)	
__id__1434-ascendeventmedia	A7 (instruction)	
__id__1435-saramarberry	A17 (review)	
__id__1436-org	A1 (argumentative)	
__id__1437-co	A12 (promotion)	
__id__1438-americanturfco	A12 (promotion)	
__id__1439-developingteachers	A14 (academic)	
__id__1440-fortcollinsdentalarts	A12 (promotion)	
__id__1441-strauchfiber	A7 (instruction)A12 (promotion)	y
__id__1442-medshape	A12 (promotion)	
__id__1443-venturechoice	A7 (instruction)A12 (promotion)	y
__id__1444-s1bute	A8 (news)	
__id__1445-davidcoates	A1 (argumentative)	
__id__1446-recipenutrition	A1 (argumentative)	
__id__1447-summerplantsnj	A22 (non-text)	
__id__1448-vitalhealthpartners	A17 (review)	
__id__1449-selfsufficiency4u	A7 (instruction)	
__id__1450-procurementalert	A12 (promotion)	
__id__1451-aaronartprints	A16 (information)	
__id__1452-localsearchinsider	A1 (argumentative)A12 (promotion)	y
__id__1453-allinonecleaners	A22 (non-text)	
__id__1454-alarm-rec	A12 (promotion)	
__id__1455-thegreeneconomy	A7 (instruction)	
__id__1456-genewscenter	A12 (promotion)	
__id__1457-geekosystem	A7 (instruction)	
__id__1458-astronomynow	A8 (news)	
__id__1459-clearspaceconsulting	A12 (promotion)	
__id__1460-coredocuments	A22 (non-text)	
__id__1461-sheamoi	A12 (promotion)	
__id__1462-infotoday	A17 (review)	
__id__1463-spiritualcompetency	A14 (academic)	
__id__1464-fxtradingguide	A12 (promotion)	
__id__1465-itandelectronics	A12 (promotion)	
__id__1466-thesmartvan	A1 (argumentative)	
__id__1467-release2gofree	A12 (promotion)	
__id__1468-crmnewsdaily	A1 (argumentative)	
__id__1469-yale	A12 (promotion)	
__id__1470-drums	A12 (promotion)	
__id__1471-buysportinggoods	A1 (argumentative)	
__id__1472-backboneamerica	A1 (argumentative)	
__id__1473-fmr	A12 (promotion)	
__id__1474-empowermentsystems	A12 (promotion)	
__id__1475-topcatproductreviews	A7 (instruction)	
__id__1476-georgiapoliticalreview	A1 (argumentative)	
__id__1477-skin-treatment-products	A16 (information)	
__id__1478-xavier-g	A12 (promotion)	
__id__1479-shawnorourke	A22 (non-text)	
__id__1480-aspca	A1 (argumentative)A12 (promotion)	y
__id__1481-fayedcity	A1 (argumentative)	
__id__1482-shipbuildingtribune	A8 (news)A12 (promotion)	y
__id__1483-napa-net	A1 (argumentative)	
__id__1484-rrr-trailerplans	A1 (argumentative)A12 (promotion)	y
__id__1485-financialchampionsacademy	A7 (instruction)	
__id__1486-brickswithoutstraw	A1 (argumentative)	
__id__1487-occkw	A22 (non-text)	
__id__1488-webhostingbuilders	A7 (instruction)	
__id__1489-techtarget	A1 (argumentative)	
__id__1490-metue	A8 (news)	
__id__1491-homeimprovementtouch	A7 (instruction)	
__id__1492-hygienesuppliesdirect	A12 (promotion)	
__id__1493-refinancemortgagesloans	A7 (instruction)	
__id__1494-aphekom	A12 (promotion)A14 (academic)	y
__id__1495-directsalesopportunities	A12 (promotion)	
__id__1496-carpenter-electric	A12 (promotion)	
__id__1497-co	A1 (argumentative)	
__id__1498-lunchedu	A22 (non-text)	
__id__1499-nettime	A1 (argumentative)	
__id__1500-gov	A16 (information)	
__id__1501-wikia	A4 (fiction)	
__id__1502-contemporarymanager	A7 (instruction)	
__id__1503-keepem	A17 (review)	
__id__1504-co	A16 (information)	
__id__1505-temporalnexus	A16 (information)	
__id__1506-thinkupfront	A1 (argumentative)	
__id__1507-social-networking-plus-dating-services	A12 (promotion)	
__id__1508-tmcnet	A12 (promotion)	
__id__1509-highqcontent	A7 (instruction)	
__id__1510-newsenterprise	A7 (instruction)	
__id__1511-nfcworld	A12 (promotion)	
__id__1512-ezymedia	A1 (argumentative)A12 (promotion)	y
__id__1513-disabilitynetwork	A8 (news)	
__id__1514-moreaboutadvertising	A22 (non-text)	
__id__1515-ashridge	A12 (promotion)	
__id__1516-noor-18	A22 (non-text)	
__id__1517-joompro	A12 (promotion)A22 (non-text)	y
__id__1518-planbuildlivecincinnati	A12 (promotion)	
__id__1519-careerknowhow	A7 (instruction)	
__id__1520-finderlend	A7 (instruction)	
__id__1521-alsacorp	A12 (promotion)	
__id__1522-terileigh	A16 (information)	
__id__1523-rafastoreview	A12 (promotion)	
__id__1524-commlawblog	A1 (argumentative)	
__id__1525-startrekfreedom	A4 (fiction)	
__id__1526-expatinthephilippines	A16 (information)	
__id__1527-tmponline	A1 (argumentative)	
__id__1528-incredibleegg	A7 (instruction)	
__id__1529-ifoundmydoctor	A12 (promotion)	
__id__1530-4rfv	A12 (promotion)	
__id__1531-suffolklawreview	A1 (argumentative)	
__id__1532-brandrepublic	A1 (argumentative)	
__id__1533-utahtrikes	A12 (promotion)	
__id__1534-new401kcontributionlimits	A7 (instruction)	
__id__1535-routetogreatness	A1 (argumentative)	
__id__1536-xmlteam	A12 (promotion)	
__id__1537-calstat	A16 (information)	
__id__1538-com	A7 (instruction)	
__id__1539-natsoshow	A12 (promotion)	
__id__1540-cosmeticview	A22 (non-text)	
__id__1541-com	A7 (instruction)A12 (promotion)	y
__id__1542-nhs	A1 (argumentative)	
__id__1543-selfregulation	A1 (argumentative)	
__id__1544-lovedentists	A12 (promotion)	
__id__1545-mariannedyson	A11 (personal)A12 (promotion)A17 (review)	y
__id__1546-greensportsvenues	A8 (news)A12 (promotion)	y
__id__1547-realmshelps	A4 (fiction)A16 (information)	y
__id__1548-tradea	A22 (non-text)	
__id__1549-csuchico	A8 (news)	
__id__1550-freenet01	A7 (instruction)	
__id__1551-incinerater	A7 (instruction)A22 (non-text)	y
__id__1552-thomaseye	A12 (promotion)	
__id__1553-bdavid	A1 (argumentative)	
__id__1554-ocadsv	A1 (argumentative)	
__id__1555-carnegiecyberacademy	A1 (argumentative)A12 (promotion)	y
__id__1556-boldride	A16 (information)	
__id__1557-ntocc	A12 (promotion)	
__id__1558-webhostingrating	A8 (news)	
__id__1559-momtv	A12 (promotion)A22 (non-text)	y
__id__1560-workhorseautomation	A22 (non-text)	
__id__1561-co	A16 (information)	
__id__1562-wikia	A16 (information)	
__id__1563-accuterm	A7 (instruction)	
__id__1564-faretransparency	A1 (argumentative)	
__id__1565-starnewsonline	A1 (argumentative)	
__id__1566-mandloys	A12 (promotion)	
__id__1567-progressivedemocratsnc	A1 (argumentative)	
__id__1568-genesis-chiropractic	A12 (promotion)	
__id__1569-dailyxy	A7 (instruction)	
__id__1570-chocolateuniversityonline	A16 (information)	
__id__1571-aboutthebeatles	A16 (information)	
__id__1572-ajaxboiler	A12 (promotion)	
__id__1573-hilapelpins	A16 (information)	
__id__1574-berkeleylawblogs	A1 (argumentative)	
__id__1575-saburchill	A16 (information)	
__id__1576-ellmannpc	A7 (instruction)	
__id__1577-transferpoint	A12 (promotion)	
__id__1578-rxmedic	A1 (argumentative)A12 (promotion)	y
__id__1579-basicpublicspeaking	A12 (promotion)A16 (information)	y
__id__1580-accessathletes	A12 (promotion)	
__id__1581-wranglernews	A7 (instruction)A12 (promotion)	y
__id__1582-strongcommunication	A8 (news)	
__id__1583-typepad	A12 (promotion)	
__id__1584-awoosh	A8 (news)	
__id__1585-itnonline	A1 (argumentative)	
__id__1586-shortlethousing	A1 (argumentative)	
__id__1587-tomscaranomusic	A12 (promotion)	
__id__1588-chiphutchison	A1 (argumentative)	
__id__1589-moronacity	A16 (information)	
__id__1590-infolawgroup	A1 (argumentative)	
__id__1591-womenunlimitedworldwide	A1 (argumentative)A7 (instruction)	y
__id__1592-petersheadnets	A12 (promotion)	
__id__1593-navywriter	A16 (information)A17 (review)	y
__id__1594-mydreamholidayresort	A12 (promotion)	
__id__1595-streetfootballwales	A1 (argumentative)	
__id__1596-org	A8 (news)	
__id__1597-fenderbender	A12 (promotion)	
__id__1598-clickinnovate	A12 (promotion)	
__id__1599-eco-kidsusa	A1 (argumentative)	
__id__1600-gmu	A8 (news)	
__id__1601-openxcom	A11 (personal)A17 (review)	y
__id__1602-helioshr	A7 (instruction)A12 (promotion)	y
__id__1603-perudo-set	A1 (argumentative)	
__id__1604-taoeconomics	A1 (argumentative)	
__id__1605-grafotik	A12 (promotion)	
__id__1606-top-car-insurance-articles	A8 (news)	
__id__1607-celebritynewsandstyle	A8 (news)	
__id__1608-surf-forecast	A7 (instruction)	
__id__1609-business-sale	A8 (news)	
__id__1610-aidsunited	A1 (argumentative)	
__id__1611-ihatecpaps	A16 (information)	
__id__1612-upfrontezine	A12 (promotion)	
__id__1613-kiyada	A22 (non-text)	
__id__1614-ncpanow	A1 (argumentative)	
__id__1615-wtulneworleans	A12 (promotion)	
__id__1616-mtnstatewellness	A7 (instruction)A12 (promotion)	y
__id__1617-wordsmithbob	A1 (argumentative)	
__id__1618-vibrantneo	A1 (argumentative)	
__id__1619-futurelooks	A12 (promotion)	
__id__1620-worldvision	A1 (argumentative)A8 (news)	y
__id__1621-edu	A16 (information)	
__id__1622-unlimitedallstars	A16 (information)	
__id__1623-jashsayani	A17 (review)	
__id__1624-mt-nord	A7 (instruction)A22 (non-text)	y
__id__1625-downtowndentalla	A12 (promotion)	
__id__1626-makespace	A12 (promotion)A22 (non-text)	y
__id__1627-com	A12 (promotion)	
__id__1628-independentpublisher	A8 (news)A12 (promotion)	y
__id__1629-kirkflyingvet	A11 (personal)	
__id__1630-hernblawg	A16 (information)	
__id__1631-communitymedical	A1 (argumentative)	
__id__1632-myotonicdystrophy	A16 (information)	
__id__1633-creativeenergy	A12 (promotion)	
__id__1634-wiworkforcealliance	A17 (review)	
__id__1635-itnewslink	A12 (promotion)	
__id__1636-ucsd	A8 (news)	
__id__1637-britannica	A16 (information)	
__id__1638-britannica	A16 (information)	
__id__1639-wikipedia	A16 (information)	
__id__1640-wikipedia	A16 (information)	
__id__1641-britannica	A1 (argumentative)A16 (information)	y
__id__1642-britannica	A16 (information)	
__id__1643-wikipedia	A16 (information)	
__id__1644-britannica	A16 (information)	
__id__1645-britannica	A16 (information)	
__id__1646-britannica	A16 (information)	
__id__1647-wikipedia	A16 (information)	
__id__1648-britannica	A16 (information)	
__id__1649-wikipedia	A16 (information)	
__id__1650-britannica	A16 (information)	
__id__1651-wikipedia	A16 (information)	
__id__1652-britannica	A16 (information)	
__id__1653-wikipedia	A16 (information)	
__id__1654-wikipedia	A16 (information)	
__id__1655-wikipedia	A16 (information)	
__id__1656-wikipedia	A16 (information)	
__id__1657-wikipedia	A16 (information)	
__id__1658-wikipedia	A16 (information)	
__id__1659-wikipedia	A16 (information)	
__id__1660-wikipedia	A16 (information)	
__id__1661-wikipedia	A16 (information)	
__id__1662-wikipedia	A16 (information)	
__id__1663-wikipedia	A16 (information)	
__id__1664-wikipedia	A16 (information)	
__id__1665-wikipedia	A16 (information)	
__id__1666-wikipedia	A16 (information)	
__id__1667-wikipedia	A16 (information)	
__id__1668-britannica	A16 (information)	
__id__1669-wikipedia	A16 (information)	
__id__1670-wikipedia	A16 (information)	
__id__1671-wikipedia	A16 (information)	
__id__1672-britannica	A16 (information)	
__id__1673-britannica	A16 (information)	
__id__1674-britannica	A1 (argumentative)	
__id__1675-britannica	A1 (argumentative)	
__id__1676-britannica	A1 (argumentative)	
__id__1677-britannica	A16 (information)	
__id__1678-britannica	A16 (information)	
__id__1679-britannica	A16 (information)	
__id__1680-britannica	A16 (information)	
__id__1681-britannica	A16 (information)	
__id__1682-britannica	A1 (argumentative)	
__id__1683-britannica	A16 (information)	
__id__1684-britannica	A1 (argumentative)	
__id__1685-britannica	A12 (promotion)	
__id__1686-britannica	A16 (information)	
